text,predicted_label
"""before joe biden leaves his presidential perch and a new white house commander-in-chief, a saner white house commander-…",neutral
"biden’s 1st veto: refuses to disregard climate change, governance &amp; other risks in retirement plan investing 

with recent ban…",anti
"why? joe must be getting a kick-back? is that why? ""joe biden's veto tells 152 million americans that funding climate change and esg are more important to him than their retirement savings.""",neutral
"why? he must get a kick-back? is that why? ""joe biden's veto tells 152 million americans that funding climate change and esg are more important to him than their retirement savings.""",neutral
jojo from jerz has no problem with pedo joe biden.  she probably loves that he saved on hot water....you know...good for climate change. ,neutral
"this isn't complicated. if you align with joe biden then support biden. if you aligned with bernie sanders support sanders. 

but i'm tired of hearing ""i agree with sanders on economic issues, climate change, and foreign policy, but i've seen too many snake emojis... so biden.""",neutral
why isn’t joe biden working on manufacturing of the drugs that are produced in china but worries about oil pipelines and climate change?,neutral
"joe is trying to make climate change a federal issue, so he can justify enacting globalist's fascist earth worship mandates.…",anti
"president joe biden issued his first veto on monday, rejecting a republican-led proposal that would have overturned a law permitting retirement-plan managers to consider climate change when making investment decisions.

read more here:
 ",neutral
"as china is building up every branch of its military joe biden is considering cutting back on our navy to reduce its fleet to combat climate change! one day soon we will be needing every ship, boat, and fighter jet we can get our hands on!",neutral
"interesting how the “fact checkers” have actually lied &amp; were wrong about hunter’s laptop, covid, and “climate change” but when it’s black &amp; white that joe biden lied about not receiving payments from the ccp, you don’t hear a peep from them. how clear that the “fact checkers”… ",neutral
president joe biden announced the first u.s. ocean protection plan to create a marine sanctuary in an area that is vulnera…,neutral
“how the jones act ruins your commute” and worsens climate change - ⁦⁩  ,neutral
joe biden vetoes bill protecting 401(k)s from e.s.g. agenda. he’s more interested in his climate change agenda then he is…,neutral
"yes, and climate change is caused by people, men can get pregnant, oswald shot kennedy, the covid jab is safe, and joe biden  has all his mental faculties.",neutral
"joe biden issued the first veto of his presidency, rejecting legislation that would thwart a rule allowing retirement portfol…",neutral
"china, russia and iran held joint military exercises in the gulf of oman.

what's the response from joe biden's navy s…",neutral
"guess the capitalist shills @ #crookedmedia weren’t open to reality &amp; criticism — nothing to burst the bubble of their dem flavor of fossil-fuel-enabling, war-mongering, pandemic-denying liberalism. as if joe biden would or could act on climate change ha ha",neutral
sen. joe manchinon chided president joe biden for a veto blocking a republican bill to prohibit pension fund managers from bas…,neutral
"i don't think retweeting joe rogen, anti-climate change bunk, and hunter biden allegations demonstrates any hint of independent thought.",neutral
"joe biden wants to combat climate change but not tell people they may be drinking radioactive water.
where's the iaea on this?
what else aren't they telling you?
",neutral
